ISO_code,Year,IPV,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy
EGY,2018,30.0,0.985761226725082,19.616373474809688,14.93288590604027,2.0,0.3333333333333333,105.2,19.05367,8.900083963056256,16.485714285714284,97.49970680454577,100.0,90.40274284,0.2598650902509689,TSI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,Northern Africa,Middle East & North Africa,Lower middle income,0.6338084836640372,0.1496048149284396,0.1425411836485662,0.9781420765027322,0.2888888888888888,0.7199999999999998,0.989337353019243,0.7948719832959981,0.7847817978366282,0.9728119447541056,1.0,0.2830159919852252,0.2539419662213022,43.85970895265328,82.22477835379672,62.74424757401583,60.93696088862912,True,Egypt
SLV,2018,21.0,0.8960093604657545,54.844816089703045,32.142857142857146,1.8,0.90625,104.8,44.65384,7.599498802479009,19.7,90.10028260509972,97.0,150.3024373,0.23450892791152,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.5597171314775423,0.5222938720449026,0.3068181818181819,0.980327868852459,0.9,0.7428571428571429,0.9741486851189284,0.8255492364541757,0.7428198433420365,0.8923509994985246,0.969758064516129,0.4705387475415743,0.2283828845323203,65.38314108386172,82.13437269430709,64.0257674022137,70.05651123411235,True,El Salvador
GNQ,2018,46.0,0.9636464492645294,54.84425677998188,18.023255813953487,2.728723404255319,0.5833333333333333,103.1,219.04197,20.24828425129148,29.5,65.76929108690928,66.5,39.35997262,0.5726386081934767,AVG_INC,AVG_INC,ORI,AVG_INC,ORI,ORI,ORI,AVG_AFR,TSI,TSI,ORI,ORI,AVG_INC,Central Africa,Sub-Saharan Africa,Upper middle income,0.6155524424958071,0.5222879549904674,0.1720401691331923,0.9701778862922916,0.5555555555555555,0.8400000000000002,0.8706836146788933,0.527198920674415,0.614882506527415,0.6277770916117874,0.6622983870967742,0.1232208376163535,0.5692185363987016,56.71228016934627,71.31912604701809,49.562871318090416,58.525687845587385,True,Equatorial Guinea
EST,2018,21.0,1.0769230769230769,76.7231359001202,26.73267326732673,0.2,1.0,106.2,5.36849,1.1944260119442602,0.2,99.36654083275772,100.0,145.5233453,0.9868069142103196,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.7090637962329854,0.7537491898564728,0.2551755175517551,0.9978142076502732,1.0,0.6628571428571426,0.9974568168421796,0.9766274168361352,0.9973890339425588,0.993111798701723,1.0,0.4555772605260476,0.9867013330758032,74.31605422582972,90.8582602619504,85.88475980758935,83.39135969094689,True,Estonia
ETH,2018,37.0,0.4866300182887005,67.899206733418,37.285714285714285,27.0,0.625,105.6,311.85239,6.015822786141619,40.3,20.721041523323763,44.8,36.6663282,0.3084004640579224,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.2217690721973433,0.6603989990135087,0.3559090909090909,0.7049180327868853,0.6,0.6971428571428573,0.8156188769420459,0.8629038300220073,0.4738903394255874,0.1379248214490941,0.4435483870967742,0.1147880796752476,0.3028657571061399,50.85990389813657,71.23889758831245,24.9781761331814,44.89705104754505,True,Ethiopia
FJI,2018,52.0,1.0116006646367093,44.72981429818524,16.0,1.15,0.6875,107.3,36.5823,9.305029849711843,4.0,94.10052470191869,95.1,110.4466178,0.5726386081934767,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Melanesia,East Asia & Pacific,Upper middle income,0.6551392812775351,0.4152851540717048,0.1527272727272727,0.987431693989071,0.6666666666666666,0.6,0.978937557243766,0.7853204153888397,0.9477806788511748,0.935849419333046,0.9506048387096774,0.3457656052914515,0.5692185363987016,57.545001374645,82.80096628709452,70.03595999332191,69.36196135935262,True,Fiji
FIN,2018,23.0,1.0265055418372064,75.85943576263318,42.0,0.1,0.96875,105.4,7.67408,0.791295746785361,0.1,99.63013646866752,100.0,129.6355826,0.994593307375908,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6674434544606049,0.7446119255899192,0.4009090909090909,0.9989071038251366,0.9666666666666668,0.7085714285714281,0.9960889024562872,0.986136159189088,0.9986945169712794,0.9959781236290244,1.0,0.4058388258313779,0.9945500388979844,75.57076482902836,92.23727517970208,84.90917470895968,83.95984613693628,True,Finland
FRA,2018,22.0,0.9666890129268256,70.24290889701811,35.351351351351354,0.0,1.0,105.1,7.8024,2.0,0.1,99.09497177304144,100.0,109.5588076,0.9346534758806228,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.6180641190240889,0.6851935140325935,0.3374447174447175,1.0,1.0,0.7257142857142859,0.9960127697640055,0.9576261257878348,0.9986945169712794,0.9901587711879636,1.0,0.342986215235861,0.9341305231565068,72.814047010028,91.95119245593514,81.68188773950827,81.77729993339864,True,France
GAB,2018,41.0,0.9636464492645294,40.889741629854434,17.35159817351598,2.5,0.5520833333333333,102.1,228.56613,20.24828425129148,16.166666666666668,61.424031710587855,89.6,133.692425,0.2752122841775417,AVG_INC,TSI,ORI,TSI,ORI,ORI,ORI,AVG_AFR,TSI,ORI,ORI,ORI,TSI,Central Africa,Sub-Saharan Africa,Upper middle income,0.6155524424958071,0.3746602227438049,0.1656288916562889,0.9726775956284152,0.5222222222222221,0.8971428571428574,0.8650328981692194,0.527198920674415,0.7889469103568321,0.580526972227407,0.8951612903225806,0.418539228939675,0.2694119800985854,53.01482749493076,76.9580396585831,54.0909867897062,60.43085670961727,True,Gabon
GMB,2018,25.0,0.6221193252400321,67.45173193092532,10.344827586206897,15.68,0.65625,103.2,511.59036,19.427385601185183,25.185714285714287,59.01470332885493,60.3,130.1227936,0.2498827576637268,ORI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.3336172863595971,0.6556650695563527,0.0987460815047022,0.8286338797814208,0.6333333333333333,0.834285714285714,0.697113660241806,0.5465616786620118,0.6712047743379336,0.5543280635285593,0.5997983870967741,0.4073640948679065,0.2438797473954287,50.99991301070812,68.72914568818665,45.13425732221671,54.0844262859148,True,The Gambia
GEO,2018,10.0,1.005860952073348,60.69195105973976,16.0,5.6,0.75,107.1,26.21116,0.2497918401332223,13.9,89.1337785707919,99.9,144.7181513,0.6537449657917023,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.6504010726730197,0.5841519349356649,0.1527272727272727,0.9387978142076504,0.7333333333333333,0.6114285714285717,0.9850907898671304,0.998908757965424,0.8185378590078329,0.8818412860265545,0.998991935483871,0.4530565098110624,0.6509739689281606,61.188228557538814,85.34914945672398,74.62159250624121,73.0427636733892,True,Georgia
DEU,2018,21.0,0.9610027855153204,76.76049938515709,31.49100257069409,0.0,0.96875,105.4,4.70637,0.6548788474132285,0.1,99.48087927277052,100.0,129.6794748,0.9939943552017212,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.6133700631195459,0.7541444659735923,0.3005959336293526,1.0,0.9666666666666668,0.7085714285714281,0.9978496548893548,0.9893538614080146,0.9986945169712794,0.9943551088180922,1.0,0.4059762353184485,0.9939462934516946,72.69554258778315,92.36173654600192,84.85694093970588,82.90150494900115,True,Germany
GHA,2018,24.0,0.7056261826053691,77.2835892255196,12.727272727272728,25.2,0.65625,103.8,272.81522,8.054123711340207,18.4,43.739395819034335,80.4,132.601312,0.3664419427514076,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.4025533011402321,0.7596783427198067,0.1214876033057851,0.7245901639344262,0.6333333333333333,0.8,0.8387797626274973,0.8148258760438829,0.7597911227154047,0.3882251819824713,0.8024193548387097,0.4151233765179237,0.361371727978873,52.83285488867166,80.33491903466962,49.17849103294945,59.31909902493076,True,Ghana
GRC,2018,18.0,0.9434851748223596,50.73697174235507,18.33333333333333,0.1,1.0,106.3,5.69884,0.9189640768588136,6.82,99.32112122599642,100.0,114.4592115,0.8676050752401352,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.5989090438960801,0.4788361281607867,0.175,0.9989071038251366,1.0,0.6571428571428571,0.997260819064006,0.9831248118350964,0.9109660574412533,0.9926179083131405,1.0,0.358327482849183,0.8665455500780036,65.03304551764006,88.71236363708032,80.43727353100817,77.42095574140868,True,Greece
GRD,2018,28.0,0.9636464492645294,64.07496016130607,25.0,0.3,0.78125,104.2,21.08288,14.528389522511397,20.276190476190475,92.85836237596526,92.3,97.44168486,0.5726386081934767,AVG_INC,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,TSI,ORI,ORI,AVG_INC,Caribbean,Latin America & Caribbean,Upper middle income,0.6155524424958071,0.6199414952651394,0.2386363636363636,0.99672131147541,0.7666666666666667,0.7771428571428568,0.9881334158270292,0.6621156212117574,0.7352977744622653,0.9223422122567756,0.9223790322580644,0.3050521946018049,0.5692185363987016,64.75036559078774,79.06724171609771,67.97479938788366,70.3389016791385,True,Grenada
GTM,2018,21.0,0.8293148354476503,44.82873286826191,12.658227848101266,9.5,0.6875,103.7,98.41375,8.036454018227008,29.5,76.26001842716664,94.2,121.4676927,0.3921340763568878,TSI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.5046599193216468,0.4163316342983839,0.1208285385500575,0.8961748633879781,0.6666666666666666,0.8057142857142854,0.9422527477348878,0.8152426558636836,0.614882506527415,0.74185270283014,0.941532258064516,0.3802683244300445,0.3872694696321936,52.09323244449465,79.45230489600681,61.27306887392236,63.29739154039718,True,Guatemala
GIN,2018,37.0,0.38801261829653,50.70512335521987,21.92982456140351,13.8,0.5833333333333333,104.5,567.71805,19.427385601185183,46.5,39.6354688810229,45.0,95.6840313,0.1281581204384565,ORI,TSI,ORI,ORI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.1403591047051409,0.4784991974170166,0.2093301435406698,0.8491803278688524,0.5555555555555555,0.7599999999999998,0.6638129109334301,0.5465616786620118,0.3929503916449085,0.343599298698612,0.4455645161290322,0.2995496617115123,0.1211809767868324,44.658486581744704,59.08312453100876,30.24736133314973,43.05447686426661,True,Guinea
GUY,2018,31.0,1.0227221336948051,44.71052643794528,31.88405797101449,0.4386363636363636,0.90625,103.7,117.70569,5.138715268873394,30.60909090909091,90.53879304575264,90.9,90.83706155,0.8725859133096842,TSI,ORI,ORI,AVG_INC,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,TSI,AVG_INC,South America,Latin America & Caribbean,High income,0.6643202010194569,0.4150811037670914,0.3043478260869565,0.9952061599602584,0.9,0.8057142857142854,0.930806774141244,0.8835924017278659,0.60040351293615,0.8971193387109213,0.908266129032258,0.2843756757369223,0.8715662486125422,65.57910581667527,80.51292436298863,74.0331848023161,73.11713651781392,True,Guyana
HTI,2018,23.0,0.7773994307415838,57.68634432117972,2.73972602739726,29.2,0.6458333333333333,103.0,358.7682,40.19607843137255,14.9,45.744505776875016,44.4,59.95845963,0.2713823318481445,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Caribbean,Latin America & Caribbean,Lower middle income,0.4618030663747942,0.552354993080981,0.0261519302615193,0.6808743169398908,0.6222222222222221,0.8457142857142855,0.7877835673576075,0.0566849162412378,0.8054830287206266,0.4100286410355849,0.439516129032258,0.1877067265550074,0.2655513775696422,46.86813057758815,62.391644950843926,32.57007185481232,45.667537557128455,True,Haiti
HND,2018,17.0,1.0340356564019448,56.947514800533845,21.09375,14.2,0.75,105.2,65.09502,7.599498802479009,33.94285714285714,85.42760898471963,91.6,77.49076112,0.360709086060524,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,Lower middle income,0.6736596635877629,0.5445387611677681,0.2013494318181818,0.8448087431693989,0.7333333333333333,0.7199999999999998,0.9620208635259252,0.8255492364541757,0.556881760537113,0.8415405950356006,0.9153225806451613,0.2425935755830096,0.3555929925964466,59.9537986615289,76.61129651293035,58.87624359650546,64.66707292147531,True,Honduras
HKG,2018,13.0,0.9314132370799324,67.88788794393516,18.018203149990075,0.4386363636363636,0.90625,107.7,18.5416375,6.271104679208876,7.4,97.67545913884008,100.0,265.9712453,0.9557396918535233,TSI,ORI,AVG_REG,AVG_INC,ORI,ORI,AVG_REG,ORI,AVG_REG,ORI,ORI,ORI,TSI,East Asia,East Asia & Pacific,High income,0.588943499689308,0.6602792551739591,0.1719919391589962,0.9952061599602584,0.9,0.5771428571428567,0.9896411436423782,0.8568824271199111,0.9033942558746736,0.9747230662910024,1.0,0.8326530087848072,0.9553854871115368,66.32841707965042,83.17651709449548,94.06903905468369,80.36168305969008,True,Hong Kong
HUN,2018,19.0,0.968568500397598,69.32629222451553,10.050251256281408,0.2,0.96875,105.6,14.58146,0.99601593625498,7.8199999999999985,98.65230830541353,100.0,102.7165638,0.7583732008934021,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6196156607794964,0.6754964346826311,0.0959342165372316,0.9978142076502732,0.9666666666666668,0.6971428571428573,0.9919907304175364,0.98130736883432,0.897911227154047,0.985345272181092,1.0,0.3215657986021641,0.7564395189644075,67.11054372632599,89.20880458871903,76.5837647436916,77.11018226903188,True,Hungary
ISL,2018,21.0,1.0180930064989857,83.83757532985918,38.095238095238095,0.0,1.0,106.7,2.80324,1.6814339274786836,0.2,99.18370774520008,100.0,116.5506905,1.0,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6604987953186489,0.8290143314912226,0.3636363636363636,1.0,1.0,0.6342857142857139,0.998978788388903,0.9651402297085696,0.9973890339425588,0.9911236814303837,1.0,0.364875093964798,1.0,77.06298980892471,89.89484415814363,83.89996938487954,83.4540620033409,True,Iceland
IND,2018,35.0,0.6792452830188679,24.882138173208908,11.577608142493638,11.1,0.59375,108.4,115.7112,6.63170556875054,24.1,74.74288117812416,95.7,85.90350833,0.7684620767831802,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Lower middle income,0.3807755197555816,0.2053124402100037,0.1105135322692574,0.8786885245901639,0.5666666666666667,0.5371428571428567,0.9319901118394116,0.8483768366266106,0.6853785900783289,0.725355433062913,0.9566532258064516,0.2689306304351286,0.7666091337335817,42.839133669833465,75.0722098921802,67.93871057595187,60.22993483804214,True,India
IDN,2018,22.0,0.9054842473745623,59.65296275206937,19.821428571428573,5.4,0.59375,106.0,181.13231,4.25531914893617,16.3,83.50338071680267,98.5,119.6084851,0.5127110779285431,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Upper middle income,0.5675387758861312,0.5731602604817676,0.1892045454545455,0.940983606557377,0.5666666666666667,0.6742857142857142,0.8931755448478663,0.904429304401919,0.7872062663185379,0.8206166391775624,0.9848790322580644,0.3744478651531424,0.5088114203314024,56.75107710092975,81.47742074635093,67.2188739230043,67.73828619096969,True,Indonesia
IRN,2018,31.0,0.9884281581485054,17.125229483037913,5.882352941176471,0.7,0.21875,105.7,17.43931,1.8387349808297104,16.7,92.17236577030454,100.0,103.6264522,0.8958296775817871,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Middle East,Middle East & North Africa,Upper middle income,0.6360100708129791,0.1232504819939981,0.0561497326203208,0.9923497267759562,0.1666666666666666,0.6914285714285711,0.9902951582959874,0.9614299273139492,0.7819843342036553,0.9148827216469908,1.0,0.3244143069552526,0.8949960272137716,39.48853357739842,85.62844978105407,78.35732639540038,64.2277782145549,True,"Iran, Islamic Republic"
IRQ,2018,26.0,0.6827254086796215,11.132649967927785,25.304878048780488,0.1,0.3125,105.7,71.92842,11.833333333333334,27.9,96.96762061304732,99.9,89.9894631,0.1731457412242889,ORI,TSI,ORI,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Middle East,Middle East & North Africa,Upper middle income,0.3836484094984994,0.0598537308632049,0.2415465631929046,0.9989071038251366,0.2666666666666666,0.6914285714285711,0.9579665840727026,0.7256846388332052,0.6357702349869452,0.9670260678032194,0.998991935483871,0.281722173104193,0.1665286228250941,39.01244948092825,75.2712507330356,60.35671998040944,56.17192760065147,True,Iraq
IRL,2018,16.0,1.0356188780053428,68.70565629394304,24.31192660550459,0.0,1.0,105.4,5.43022,1.6814339274786836,0.2,91.52920468916508,100.0,102.8335051,0.9636397808790208,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6749666339527879,0.6689305974610937,0.232068390325271,1.0,1.0,0.7085714285714281,0.9974201922233006,0.9651402297085696,0.9973890339425588,0.9078890222529276,1.0,0.3219318965432644,0.9633487986746108,71.51931243478306,91.71302211114642,79.82924293677007,80.6006941242552,True,Ireland
ITA,2018,16.0,0.9689836491426536,55.55042841566682,30.105263157894736,1.5,0.9375,105.9,4.88753,0.8999999999999999,6.82,99.89576290081608,100.0,139.1884938,0.9299122542142868,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.6199583715571286,0.529758692313228,0.2873684210526316,0.9836065573770492,0.9333333333333332,0.6799999999999995,0.9977421720454198,0.9835721226336068,0.9109660574412533,0.9988665313266314,1.0,0.4357452927667872,0.9293513586183888,67.08050751266741,89.30700880300698,84.09907956779519,79.57152998138153,True,Italy
JAM,2018,24.0,1.0798035326214557,69.7175559980201,19.047619047619047,0.1,0.625,104.0,90.51271,14.528389522511397,7.9,87.93584544603755,98.2,105.44623,0.7412067140851702,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Caribbean,Latin America & Caribbean,Upper middle income,0.7114416504938597,0.6796356959160983,0.1818181818181818,0.9989071038251366,0.6,0.7885714285714284,0.9469404616300338,0.6621156212117574,0.8968668407310705,0.8688150249320867,0.9818548387096776,0.3301113267920425,0.7391356528362983,63.43605264106553,82.36235880360725,72.99792108175262,72.52011313433718,True,Jamaica
JPN,2018,20.0,0.9482817506992286,73.84902771249577,13.71994342291372,0.7,0.75,105.2,5.19423,1.5228896023949985,7.4,99.6444320012861,100.0,142.4668807,0.9825891107320786,TSI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,East Asia,East Asia & Pacific,High income,0.602868680696896,0.7233433986551435,0.1309630963096309,0.9923497267759562,0.7333333333333333,0.7199999999999998,0.9975602058926548,0.968879857489057,0.9033942558746736,0.9961335724905058,1.0,0.4460086530528462,0.9824497755173192,63.6571647154192,89.74585798140963,85.61480002651678,78.78983371511816,True,Japan
JOR,2018,24.0,0.9355140186915888,15.5076294511725,15.384615384615383,0.0,0.1875,104.9,41.6902,3.413821815154038,9.7,97.84608982340688,99.9,83.47869848,0.2794773578643799,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Middle East,Middle East & North Africa,Lower middle income,0.5923287491252501,0.1061375531808291,0.1468531468531468,1.0,0.1333333333333333,0.7371428571428567,0.9759070228071582,0.9242779291001344,0.8733681462140992,0.9765784952811232,0.998991935483871,0.2613394894640203,0.2737111861579276,39.57305564985119,87.76739888160621,62.76552765967356,60.18450124868652,True,Jordan
KAZ,2018,16.0,1.0049261083743843,54.84425677998188,22.07792207792208,0.0,0.65625,106.6,13.80216,9.20608108108108,7.0,97.06284671576536,100.0,140.6055713,0.6612221002578735,ORI,AVG_INC,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,Central Asia,Europe & Central Asia,Upper middle income,0.6496293468401652,0.5222879549904674,0.2107438016528925,1.0,0.6333333333333333,0.6400000000000001,0.9924530917571178,0.7876543466968277,0.908616187989556,0.9680615513802078,1.0,0.440181613853773,0.6585109411269483,60.31988873633718,83.21809066108754,76.66885265902323,72.7387356268247,True,Kazakhstan
KEN,2018,38.0,0.8295939410094569,78.85169923351211,23.26139088729017,32.76,0.875,102.2,511.51001,23.98042414355628,17.7,43.23816836660812,61.2,99.09540718,0.4641572386026382,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Lower middle income,0.5048903246529106,0.7762677062270809,0.2220405493786789,0.6419672131147541,0.8666666666666667,0.8914285714285711,0.6971613321699919,0.439167929881067,0.7689295039164491,0.3827748613192393,0.6088709677419355,0.3102293590125269,0.4598690161524475,60.23664920080181,69.91718343490197,44.04360510565373,57.030764937919855,True,Kenya
KIR,2018,53.0,1.0136043503605052,35.698806788734444,6.521739130434782,2.6461538461538456,0.6875,107.2,110.35632,9.305029849711843,18.4,53.430860621487184,87.5,43.62598354,0.2958234280452648,ORI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Micronesia,East Asia & Pacific,Lower middle income,0.656793350332811,0.3197442381617296,0.0622529644268774,0.9710802858343842,0.6666666666666666,0.6057142857142854,0.9351671803497392,0.7853204153888397,0.7597911227154047,0.4936096548682033,0.873991935483871,0.1365760663894499,0.2901880700591271,53.530750108449375,77.14982510420673,44.85914317001629,57.00720514769731,True,Kiribati
KGZ,2018,23.0,0.9909726496001436,53.290736513942846,19.166666666666668,0.7,0.78125,105.8,53.67607,6.466042581085835,12.9,94.9455905728014,100.0,140.3591937,0.3831406906247139,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,Central Asia,Europe & Central Asia,Lower middle income,0.6381105821464609,0.5058529394125539,0.1829545454545454,0.9923497267759562,0.7666666666666667,0.6857142857142857,0.9687957653847916,0.8522843742224375,0.8315926892950392,0.9450386206738132,1.0,0.4394103009635175,0.3782041119683669,61.71868920912367,83.45967786541387,69.06632584014244,70.85762371721442,True,Kyrgyz Republic
LAO,2018,19.0,0.6790871421858682,63.51067504862181,27.516778523489933,7.1,0.90625,105.3,165.27107,10.065407664650616,32.7,78.9981484803123,92.9,51.54585373,0.3336909040808677,TSI,TSI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.3806449724071957,0.6139718051232811,0.262660158633313,0.9224043715846996,0.9,0.7142857142857143,0.9025860724672996,0.7673851786724792,0.573107049608355,0.7716269834187982,0.9284274193548387,0.1613701140897958,0.3283585905185168,61.59362615496978,73.9341003758462,54.74457768454874,62.93717208151322,True,Laos
LVA,2018,25.0,1.05625,76.14350497051359,16.0,0.4,1.0,107.1,23.36722,1.6814339274786836,0.2,94.47671869655936,100.0,106.9512252,0.9379497915506364,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6919978979188429,0.7476171531101392,0.1527272727272727,0.9956284153005464,1.0,0.6114285714285717,0.986778109138386,0.9651402297085696,0.9973890339425588,0.9399401328253918,1.0,0.3348228841638675,0.9374532184585268,71.75941478113603,89.01839860545215,80.30540588619466,80.05119430811915,True,Latvia
LSO,2018,40.0,1.2071817485136522,54.79967384668713,22.727272727272727,32.4,0.75,102.7,598.63927,33.92754456584244,16.4,55.081396526909145,47.0,71.9803805,0.3483785092830658,ORI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,TSI,Southern Africa,Sub-Saharan Africa,Lower middle income,0.8165940517518705,0.5218163028213738,0.2169421487603305,0.6459016393442623,0.7333333333333333,0.8628571428571425,0.6454672459768082,0.2045425161527468,0.7859007832898173,0.5115574945309801,0.4657258064516129,0.2253427069877326,0.3431637371394015,58.69174952022341,62.46919220691287,38.64474362774318,52.13280891523523,True,Lesotho
LBR,2018,43.0,0.4838066629073367,52.76398561824821,9.9009900990099,27.6,0.71875,103.9,683.75754,19.427385601185183,28.04285714285714,37.837086919452325,22.8,47.154953365,0.1540110781788826,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2194383550030753,0.5002803315968258,0.0945094509450945,0.6983606557377049,0.7,0.7942857142857138,0.5949662869878911,0.5465616786620118,0.63390525923163,0.3240437888834851,0.2217741935483871,0.1476239048104141,0.1472408296124832,44.251775865654,64.24297347918116,21.01706792136924,39.09394418672489,True,Liberia
LTU,2018,22.0,1.0115968593341451,79.25327444155678,21.27659574468085,0.9,0.9375,105.1,7.84595,1.6814339274786836,0.2,94.81602751404937,100.0,130.8936876,0.8335439711809158,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6551361399499595,0.7805160542816226,0.2030947775628626,0.9901639344262296,0.9333333333333332,0.7257142857142859,0.995986931400938,0.9651402297085696,0.9973890339425588,0.9436297588628936,1.0,0.4097774655607803,0.8322118630865746,71.24488479108015,92.1057620191588,79.6404771877562,80.54862180744777,True,Lithuania
LUX,2018,20.0,0.9943910256410255,70.28483933249305,28.33333333333333,0.3,1.0,104.8,6.62667,1.5610529899472192,0.1,98.34839941121628,100.0,131.3674819,0.9817748665809632,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.6409324967617968,0.6856371048728832,0.2704545454545454,0.99672131147541,1.0,0.7428571428571429,0.9967103343704296,0.967979687368099,0.9986945169712794,0.9820405830269656,1.0,0.4112607321033538,0.9816290151635036,71.87490917129271,92.65604203917378,84.37325825734558,82.51862030748039,True,Luxembourg
