Subregion,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion
Central Asia,2008,0.966736126649583,47.92572885237771,17.968896624566728,18.489473684210527,0.734375,106.34,37.795434,8.011854214589734,10.171073549257759,91.73169608205298,99.44,54.519538483999995,0.14379869401454926
Central Asia,2009,0.9655198267337152,46.97921489426514,14.768896624566727,16.24736842105263,0.734375,106.42,34.643294,8.011854214589734,9.776789473684211,92.13154840175491,99.53999999999999,70.393902916,0.14379869401454926
Central Asia,2010,0.9654888755457979,46.66803119426239,18.955909611579717,15.67609649122807,0.734375,106.42,33.959542,8.011854214589734,9.382505398110661,92.5311145905901,99.47999999999999,84.95126314000001,0.14379869401454926
Central Asia,2011,0.9654579243578804,46.61747832871665,18.099094033114653,14.029824561403508,0.734375,106.5,31.223466000000002,8.011854214589734,8.988221322537111,92.92778388703694,99.3,106.075095322,0.14379869401454926
Central Asia,2012,0.965426973169963,45.990090828453425,19.00818494220556,13.258552631578945,0.7265625,106.54,29.29961,7.984190961442759,8.593937246963563,93.32268378829694,99.7,111.2675655,0.18992997432748476
Central Asia,2013,0.9653960219820457,43.43844390481187,19.00818494220556,12.187280701754386,0.7265625,106.6,28.611969999999996,7.956527708295784,8.432319838056682,93.71544979791466,99.52000000000001,113.48123247000001,0.23606125464042024
Central Asia,2014,0.965748829150157,44.02918723325393,20.623881888761613,10.716008771929824,0.7265625,106.67999999999999,26.470623999999997,7.928864455148809,8.270702429149797,94.10231661716446,99.74,117.40297765400001,0.2821925349533558
Central Asia,2015,0.9657295719047774,43.83273925351988,20.177409276090902,9.94473684210526,0.7265625,106.74000000000001,26.134824000000002,7.901201202001834,8.109085020242915,94.48963475170909,99.32000000000001,116.32268053799999,0.3293669467171033
Central Asia,2016,0.9635859543487895,43.289915104935424,19.247966102940637,8.652631578947366,0.7265625,106.74000000000001,24.47702,7.873537948854859,8.039967611336031,94.86911169886514,99.78,119.11346785599999,0.3765413584808509
Central Asia,2017,0.9631881882267853,42.15646372870908,20.430467811758135,7.6355263157894715,0.71875,106.8,23.780418,7.845874695707884,7.97085020242915,95.21656587278787,99.86,125.62328182000002,0.4237157702445984
Central Asia,2018,0.9628670071252854,42.511260727362846,20.690208071498393,6.443421052631577,0.7265625,106.8,24.108272,7.8182114425609095,8.017732793522267,95.52247695912664,99.86,111.682072554,0.4361459478735924
Central Asia,2019,0.9633097342698681,42.497304432353495,20.52891774891775,5.401315789473682,0.7265625,106.74000000000001,22.515868,7.849854817470563,7.894615384615385,95.83282355778498,99.84,117.983979564,0.44857612550258635
Central Asia,2020,0.9626548202543379,42.058892872347165,22.44891774891775,4.509210526315789,0.734375,106.7,23.144868,7.881498192380215,7.803076923076924,96.01291262655441,99.88,116.01394682200001,0.46100630313158036
Central Asia,2021,0.9619999062388075,42.20016122173896,23.751868143335834,3.3171052631578926,0.765625,106.66,23.144868,7.935436510941964,7.711538461538462,96.10867185081254,99.84,115.638216252,0.4734364807605743
Central Asia,2022,0.9633187949268482,42.55634078428155,25.310993923701137,2.275,0.765625,106.64000000000001,23.144868,7.989374829503712,7.62,96.14918945019605,99.94,116.261131692,0.4734364807605743
Central Asia,2023,0.9633187949268482,42.55634078428155,25.400412701644505,2.275,0.78125,106.58,23.144868,7.989374829503712,7.62,96.14918945019605,99.94,116.261131692,0.4734364807605743
Central Asia,2024,0.9633187949268482,42.55634078428155,24.95675503784711,2.275,0.8046875,106.55999999999999,23.144868,7.989374829503712,7.62,96.14918945019605,99.94,116.261131692,0.4734364807605743
East Asia,1995,0.882655903643448,70.20108320966898,9.909588896552073,12.2,0.6375,109.05999999999999,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,5.2074887024,0.8428080558776856
East Asia,1996,0.8843027419994787,70.4736733956001,9.909588896552073,12.2,0.65,108.78,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,10.093267498,0.8428080558776856
East Asia,1997,0.8866674066334262,70.8381027505844,9.909588896552073,12.2,0.6875,108.44000000000001,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,16.2182390384,0.8428080558776856
East Asia,1998,0.8890320712673738,69.9421172722941,9.909588896552073,12.2,0.7,108.84,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,23.7093251738,0.8428080558776856
East Asia,1999,0.8913967359013215,70.01510066061688,10.575660890032927,12.2,0.7,108.9,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,32.909215358,0.8428080558776856
East Asia,2000,0.8937614005352691,70.55528796631111,10.542416209181862,12.2,0.7,109.08,59.987877499999996,5.577435502521752,7.4,82.1601225102606,92.8,40.792142572,0.8428080558776856
East Asia,2001,0.8980354878887933,68.51024679045517,12.24332189326471,12.2,0.7,108.84,55.845955000000004,5.577435502521752,7.4,82.48682129873347,93.74,44.9577125464,0.8428080558776856
East Asia,2002,0.9023095752423178,66.30340613313197,10.746067209461884,12.2,0.7,108.96,53.51423,5.577435502521752,7.4,83.05154968642586,94.0,50.0387817944,0.8428080558776856
East Asia,2003,0.906583662595842,63.88256648011602,12.052807236972201,10.504999999999999,0.70625,108.74000000000001,43.2332275,5.577435502521752,7.4,83.60642866610698,94.74,55.79298644399999,0.8428080558776856
East Asia,2004,0.9108577499493663,64.2781065480516,11.63133535140897,8.809999999999999,0.70625,108.72,42.4552425,5.577435502521752,7.4,84.2479861040669,94.5,61.956470984,0.8428080558776856
East Asia,2005,0.9151318373028905,64.45204913016417,12.328629818406172,7.115,0.725,108.88,39.7945925,5.577435502521752,7.4,84.88363436608009,96.82000000000001,66.13070262,0.8428080558776856
East Asia,2006,0.9182289716975089,64.81112533288027,12.744467352127154,6.278333333333333,0.7375,109.05999999999999,38.696095,5.516098907111346,7.4,85.508928991051,95.03999999999999,72.50395125600001,0.8428080558776856
East Asia,2007,0.9212699984484243,65.02898031444792,12.82641564390924,5.441666666666666,0.7375,109.1,34.005665,5.454762311700941,7.4,86.13009027267478,95.32000000000001,83.338204084,0.8428080558776856
East Asia,2008,0.9243110251993395,65.07031592422743,13.477020078780575,5.05,0.7375,109.25999999999999,33.1231875,5.540403282769455,7.4,86.74157008073476,95.6,91.963471624,0.8428080558776856
East Asia,2009,0.9269917828239645,64.81398165809003,12.854760834157766,4.4624999999999995,0.73125,109.5,29.6885375,5.62604425383797,7.4,87.34329725820695,95.88,101.42868867199999,0.8428080558776856
East Asia,2010,0.9366381564221931,64.84584745465834,13.32130781777689,3.875,0.7375,109.66,28.153259999999996,5.711685224906484,7.4,87.9362048537682,95.64,110.049084308,0.8428080558776856
East Asia,2011,0.9363057445563541,65.54575664683614,13.390559895339218,2.920833333333333,0.75,109.46,27.1718,5.901513896315881,7.4,88.47676721091845,94.4,120.70692406799999,0.8428080558776856
East Asia,2012,0.9365418413860113,65.85299052016335,13.355256531511955,2.4166666666666665,0.78125,108.88,25.1068325,6.091342567725276,7.4,88.98767217828023,96.72,129.442517398,0.8660237709681192
East Asia,2013,0.9367779382156683,66.35594627496148,15.791854071975333,1.05,0.78125,108.04,23.052039999999998,6.281171239134672,7.4,89.49380601045542,96.24,129.60863592200002,0.8892394860585531
East Asia,2014,0.9370140350453255,66.85528756105306,16.184065431081123,0.825,0.78125,107.7,21.5551525,6.067822755334989,7.4,89.99526276031824,97.2,132.990445144,0.9124552011489868
East Asia,2015,0.9367338697528318,67.14505936713788,16.59926372793259,0.65,0.78125,107.64000000000001,21.0540575,5.867126797371376,7.4,90.49204814134616,97.6,132.78936941,0.9136781136194865
East Asia,2016,0.9360968608088776,67.08373003528557,16.501468564347956,0.6,0.7875,107.54,20.363545000000002,5.666430839407764,7.4,90.97870391279135,98.16,139.17109869,0.9149010260899862
East Asia,2017,0.9354598518649233,67.76905720116687,17.72959865537674,0.575,0.7875,107.5,20.3128375,5.465734881444151,7.4,91.46052247946771,98.72,147.25496372,0.9161239385604858
East Asia,2018,0.9346960010732739,68.04254134689947,18.018203149990075,0.5,0.7875,107.47999999999999,18.5416375,5.265038923480538,7.4,91.93817358620633,99.62,157.3343592,0.9281058251857758
East Asia,2019,0.9492451956149937,69.14666806027331,18.234735669780903,0.39375,0.7875,107.47999999999999,17.678465,5.246390273129454,7.4,92.41173410828667,99.78,165.40062552,0.9400877118110657
East Asia,2020,0.9640027724818939,68.37751488989286,18.487276299920175,0.3625,0.7875,106.9,18.742942499999998,5.246390273129454,7.4,92.88136573421832,99.9,167.26218732,0.9520695984363556
East Asia,2021,0.9643958559355411,68.21792463833042,18.92032236623463,0.33125,0.7875,106.7,18.742942499999998,5.246390273129454,7.4,93.25058499868089,100.0,176.48487386000002,0.9640514850616455
East Asia,2022,0.9647889393891884,69.42822495266398,18.744055427701856,0.3,0.81875,106.74000000000001,18.742942499999998,5.246390273129454,7.4,93.62299239880025,100.0,175.03773018,0.9640514850616455
East Asia,2023,0.9647889393891884,69.96020617196086,19.15073563136588,0.3,0.83125,106.75999999999999,18.742942499999998,5.246390273129454,7.4,93.62299239880025,100.0,175.03773018,0.9640514850616455
East Asia,2024,0.9647889393891884,70.47984369661312,19.948873174457052,0.3,0.83125,106.67999999999999,18.742942499999998,5.246390273129454,7.4,93.62299239880025,100.0,175.03773018,0.9640514850616455
Eastern Africa,1995,0.695502167248946,66.85368301077196,11.979849189421577,46.0,0.46759259259259256,102.97777777777777,661.1596511111111,17.800839192375214,39.84375,35.00003950700968,20.930654556221434,0.9215652254444444,0.21202507428824902
Eastern Africa,1996,0.695502167248946,66.85368301077196,11.979849189421577,46.0,0.47627314814814814,102.98333333333333,661.1596511111111,17.800839192375214,39.77738095238095,35.00003950700968,21.417282731003237,1.0421317834444443,0.21202507428824902
Eastern Africa,1997,0.695502167248946,66.85368301077196,11.979849189421577,46.0,0.47627314814814814,102.98333333333333,661.1596511111111,17.800839192375214,39.72155877976191,35.00003950700968,21.688868582248684,1.2396131890555555,0.21202507428824902
Eastern Africa,1998,0.695502167248946,66.85368301077196,11.895592300716986,46.0,0.47974537037037035,102.99444444444445,661.1596511111111,17.800839192375214,39.644159226190474,35.00003950700968,22.515680975384186,1.5583713914444446,0.21202507428824902
Eastern Africa,1999,0.6960146693739356,66.85368301077196,11.633334760994778,46.0,0.47974537037037035,102.97222222222223,661.1596511111111,17.800839192375214,39.56675967261905,35.00003950700968,23.138424701160858,2.643078137611111,0.21202507428824902
Eastern Africa,2000,0.6965271714989253,66.98681649595567,10.240880951380566,46.0,0.48668981481481477,102.9388888888889,661.1596511111111,17.800839192375214,39.45811011904762,35.00003950700968,23.038888888888888,3.8926553423888888,0.21202507428824902
Eastern Africa,2001,0.6974753490595903,67.11994998113938,11.773952094053769,45.638035714285714,0.5005787037037037,102.89444444444445,642.3021111111111,17.800839192375214,39.30446056547619,35.56007540548426,24.105555555555554,5.295864931111111,0.21202507428824902
Eastern Africa,2002,0.6984235266202554,67.41742761668658,14.297149373149207,45.32607142857143,0.5098379629629629,102.85555555555555,615.7673966666666,17.800839192375214,39.113831845238096,36.09619483558987,24.91111111111111,6.415587218222222,0.21202507428824902
Eastern Africa,2003,0.7048195104710316,67.86727395302968,14.924928311520022,44.87764880952381,0.5202546296296295,102.84444444444445,585.2853305555556,17.800839192375214,38.953895089285716,36.624950655572356,25.75,7.7616688225555555,0.21202507428824902
Eastern Africa,2004,0.7112154943218079,67.89506531336627,16.33173571763874,44.42922619047619,0.527199074074074,102.83888888888889,557.7896283333334,17.800839192375214,38.823125,37.14146440370919,26.761111111111113,9.382728830944444,0.21202507428824902
Eastern Africa,2005,0.717611478172584,68.09429619697413,17.006600539779992,43.92663690476191,0.527199074074074,102.85,538.3515788888889,17.800839192375214,39.21268229166667,37.79423116374608,27.183333333333334,11.569860988222223,0.21202507428824902
Eastern Africa,2006,0.7240074620233602,68.17319845294811,20.40619990655513,43.43404761904762,0.5538194444444444,102.83888888888889,521.0318261111111,17.800839192375214,38.81921875,38.446568737319545,28.41111111111111,15.335395995888888,0.21202507428824902
Eastern Africa,2007,0.7304034458741364,68.43808062074903,21.097042926871172,42.76549107142857,0.5625,102.85,510.7730288888889,17.800839192375214,38.57950520833333,39.02051310279589,29.400000000000002,20.030362012166666,0.21202507428824902
Eastern Africa,2008,0.7360517741119743,68.83650933246788,20.90212180375826,42.16546130952381,0.5659722222222222,102.85555555555555,507.8055033333333,17.888341313591575,38.25497023809524,39.70311049782942,29.383333333333333,26.5953285845,0.21202507428824902
Eastern Africa,2009,0.7311562156910992,68.89991272581335,20.686583315751022,41.60293154761905,0.5885416666666666,102.88888888888889,486.88828,17.975843434807935,37.97106026785714,40.378575254219754,30.66111111111111,32.940967846,0.21202507428824902
Eastern Africa,2010,0.7285724545860834,68.97828453399751,21.67743732081039,41.29513392857143,0.609375,102.92222222222222,469.1987766666667,18.06334555602429,37.20506696428571,41.05419585302773,32.41111111111111,39.990723469500004,0.21202507428824902
Eastern Africa,2011,0.7237895054263577,69.23514301197167,23.13368632267077,40.82848214285714,0.609375,102.94444444444444,447.79891222222227,18.15084767724065,36.28600074404762,41.72957212446252,34.08888888888889,47.51734273727778,0.21202507428824902
Eastern Africa,2012,0.7234540332200368,68.58829261825802,24.592718234534615,40.674553571428575,0.609375,102.95555555555556,426.1541844444444,18.238349798457012,35.84214285714286,42.41511880905255,36.25,53.91897694377778,0.2166242567878781
Eastern Africa,2013,0.7255251131499443,69.3776688428542,24.982255158543847,40.75958333333333,0.6111111111111112,102.98888888888888,415.4786594444444,18.14799053823271,35.494613095238094,43.10203444201554,35.94444444444444,57.78031686333333,0.22122343928750718
Eastern Africa,2014,0.7275961930798517,69.86673407997884,27.186483073088365,40.94806547619048,0.6215277777777778,103.02222222222223,402.36237444444447,18.057631278008405,35.147083333333335,43.77499572184841,37.23888888888889,61.47214898666667,0.22582262178713625
Eastern Africa,2015,0.7317830560216938,68.62604373598266,26.481941395839378,41.34113095238095,0.6284722222222222,103.03888888888889,393.7134788888889,17.9672720177841,34.815625,44.49689074863076,38.49444444444444,66.14845571166667,0.23312842683640844
Eastern Africa,2016,0.7326765484952833,67.85710115961713,27.731213858791534,41.973571428571425,0.6336805555555556,103.05555555555556,383.1041638888889,17.876912757559797,34.366197916666664,45.18304141368612,42.294444444444444,65.7175395,0.24043423188568067
Eastern Africa,2017,0.7333426659912086,66.8432369720094,27.461638902628167,42.36732142857143,0.6481481481481481,103.05555555555556,365.38177777777776,17.786553497335493,34.0034375,45.807838750622636,43.833333333333336,67.05178850888889,0.24774003693495283
Eastern Africa,2018,0.7372240513551058,66.38503670372164,27.68235537227311,42.808571428571426,0.652199074074074,103.07777777777778,361.3975983333333,17.69619423711119,33.65317708333333,46.435012870113646,46.87222222222223,69.72962761555556,0.2501905741254714
Eastern Africa,2019,0.7399472116263794,66.11757312517479,27.467669049043845,43.25678571428571,0.6712962962962963,103.05000000000001,351.1388522222222,17.605834976886886,33.34041666666667,47.09445798954076,47.88333333333333,73.58404238666667,0.25264111131599004
Eastern Africa,2020,0.7445924378258656,65.88627568671893,25.40084686312036,43.33125,0.6747685185185185,103.05000000000001,344.60731611111106,17.515475716662582,33.00734375,47.673283042212034,49.09444444444445,77.40325335333334,0.2550916485065086
Eastern Africa,2021,0.7416105856411687,65.02273072766513,26.159433689422755,43.43125,0.6869212962962963,103.05555555555556,344.60731611111106,17.515475716662582,32.75927083333333,48.157478443318475,50.71111111111111,80.98910725333333,0.25754218569702725
Eastern Africa,2022,0.7395386284914387,64.70957521413777,26.355469525630298,43.4625,0.6886574074074073,103.05555555555556,344.60731611111106,17.515475716662582,32.56015625,48.54964262135808,51.766666666666666,82.97844202722223,0.2597105074673891
Eastern Africa,2023,0.7395386284914387,65.47367047580613,26.17346348535228,43.4625,0.6961805555555556,103.0611111111111,344.60731611111106,17.515475716662582,32.525,48.54964262135808,51.766666666666666,82.97844202722223,0.2597105074673891
Eastern Africa,2024,0.7395386284914387,64.89566171106394,25.974239483684887,43.4625,0.7083333333333334,103.05555555555556,344.60731611111106,17.515475716662582,32.525,48.54964262135808,51.766666666666666,82.97844202722223,0.2597105074673891
Eastern Europe,1995,0.9595179140504777,63.32303368495585,8.470055096988528,6.6,0.6375,105.84,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,100.0,0.3896672457,0.559447905421257
Eastern Europe,1996,0.9595179140504777,63.40046694742536,8.470055096988528,6.6,0.640625,106.05,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,100.0,0.8320582477,0.559447905421257
Eastern Europe,1997,0.9595179140504777,62.99442869753293,8.470055096988528,6.6,0.640625,106.17999999999999,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,100.0,2.0141195274,0.559447905421257
Eastern Europe,1998,0.9595179140504777,62.68414503664301,8.50816407920069,6.6,0.64375,106.05,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,100.0,3.8984780496,0.559447905421257
Eastern Europe,1999,0.9595179140504777,62.984428825803285,8.708572643702906,6.6,0.64375,106.1,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,100.0,7.0015633327,0.559447905421257
Eastern Europe,2000,0.9595179140504777,62.770355219546445,10.011906831863529,6.6,0.65,106.21,27.244898,5.136101304328226,9.319999999999999,91.51245531815444,96.71000000000001,14.144131431899998,0.559447905421257
Eastern Europe,2001,0.9595179140504777,62.80741699532647,10.113325339722454,5.0,0.65625,106.21,24.898649,5.136101304328226,9.319999999999999,91.61662627038633,96.86,23.608400554099997,0.559447905421257
Eastern Europe,2002,0.9600841204416612,62.46736260364738,13.815074772819523,3.7300000000000004,0.659375,106.17,23.393448,5.136101304328226,9.319999999999999,91.72131777217925,97.02000000000001,33.1016562235,0.559447905421257
Eastern Europe,2003,0.9612504166579232,62.88284523951778,13.86841949733125,2.69,0.671875,106.1,21.328693,5.136101304328226,9.319999999999999,91.81862994825075,97.11,42.512734714,0.559447905421257
Eastern Europe,2004,0.9624167128741853,62.99889015540333,14.559972641918254,2.54,0.6875,106.02000000000001,18.810015,5.136101304328226,9.319999999999999,91.94461172602082,97.28,56.113225561,0.559447905421257
Eastern Europe,2005,0.9635830090904474,63.11806002501911,15.854982430708457,2.8,0.74375,105.96000000000001,17.416175000000003,5.136101304328226,9.319999999999999,92.0756739298765,97.38,72.637729528,0.559447905421257
Eastern Europe,2006,0.9656348253469952,64.13356766534051,15.816759193419637,1.73,0.746875,105.85999999999999,15.485001,5.115917340897115,9.128571428571428,92.26765595679608,97.53,89.37123338699999,0.559447905421257
Eastern Europe,2007,0.9673885672027052,65.0701172507639,16.575017192435105,0.97,0.759375,105.78,13.808893000000001,5.063916653408247,8.937142857142856,92.4599573829,97.72,104.262219211,0.559447905421257
Eastern Europe,2008,0.9702394980718401,65.48489289660425,16.617319389606383,0.73,0.778125,105.82000000000001,12.267484999999999,5.011915965919381,8.713714285714286,92.65258178295524,97.9,113.24638054699999,0.559447905421257
Eastern Europe,2009,0.9735824864015961,64.58498729686256,16.99609338942514,0.63,0.7875,105.79,11.657133,4.959915278430515,8.490285714285713,92.85532800571212,98.1,115.71868079400001,0.559447905421257
Eastern Europe,2010,0.9746053703964235,64.53873932183524,16.89864082575225,0.76,0.790625,105.92,11.429815999999999,4.907914590941648,8.266857142857143,93.03672797934705,98.36,118.840653176,0.559447905421257
Eastern Europe,2011,0.9765676774422299,64.77531761825678,16.427891408694123,0.89,0.803125,105.96,10.420702,4.855913903452782,8.043428571428572,93.21861784971091,98.51,120.16080956799999,0.559447905421257
Eastern Europe,2012,0.9767922583660633,65.28964003978965,16.917228006558098,0.9600000000000002,0.8375,105.97,10.026764,4.9080652924108445,7.8199999999999985,93.39910210299183,98.75,124.31199489999999,0.5854864805936814
Eastern Europe,2013,0.9811785619843552,65.40033628231556,17.521256589450704,0.93,0.84375,105.85999999999999,9.688493,4.993256899974328,7.8199999999999985,93.58232391737556,98.92,127.77214194000001,0.6115250557661056
Eastern Europe,2014,0.9815737783936245,66.85106457874278,17.560168483096376,1.05,0.853125,105.92,8.934233,5.078448507537811,7.8199999999999985,93.76058063250719,99.09,128.62766821,0.63756363093853
Eastern Europe,2015,0.984966697687174,67.4585786859287,17.94162328028905,1.05,0.853125,105.97999999999999,8.712268,5.163640115101293,7.8199999999999985,93.95814672552207,98.82000000000001,125.54643524999999,0.6624406784772873
Eastern Europe,2016,0.9868973116373836,68.34143046942549,18.30797985772053,0.8300000000000001,0.853125,105.85999999999999,8.236833,5.248831722664777,7.8199999999999985,94.15752570539996,99.37,125.194886,0.6873177260160446
Eastern Europe,2017,0.9890017465807279,69.25721492874717,19.764720434862223,0.58,0.853125,105.75999999999999,7.931637,5.334023330228259,7.8199999999999985,94.3397646286222,99.67999999999999,123.88339243,0.712194773554802
Eastern Europe,2018,0.9908507325754533,70.79785851283813,20.344405534708613,0.42000000000000004,0.865625,105.79,7.849576999999999,5.37265379334545,7.8199999999999985,94.50638949164956,99.78,123.56815443,0.7427394635975361
Eastern Europe,2019,0.9925068684860427,71.76122315455152,20.811531024794146,0.36,0.875,105.75999999999999,7.116960000000001,5.398428001288333,7.8199999999999985,94.65313543967633,99.9,125.37426943,0.7732841536402703
Eastern Europe,2020,0.9931000297831709,71.34606635927022,22.371159380791045,0.23000000000000004,0.875,105.79,8.599373,5.424202209231216,7.8199999999999985,94.78542937964284,99.96000000000001,124.67570477,0.8038288436830043
Eastern Europe,2021,0.9934877663619947,72.89600991226223,22.53883744767796,0.32,0.865625,105.79,8.599373,5.424202209231216,7.8199999999999985,94.9196677693305,99.97999999999999,128.81265408,0.8343735337257385
Eastern Europe,2022,0.9941917886185807,74.60642481541481,23.91042177281046,0.32,0.871875,105.80999999999999,8.599373,5.424202209231216,7.8199999999999985,94.99317100753328,100.0,128.67519282,0.8343735337257385
Eastern Europe,2023,0.9941917886185807,75.17753589792515,24.098256362667275,0.32,0.871875,105.83,8.599373,5.424202209231216,7.8199999999999985,94.99317100753328,100.0,128.67519282,0.8343735337257385
Eastern Europe,2024,0.9941917886185807,75.92427408053827,24.77155000573368,0.32,0.875,105.85,8.599373,5.424202209231216,7.8199999999999985,94.99317100753328,100.0,128.67519282,0.8343735337257385
Melanesia,1995,0.8277411858759685,46.418282889957275,1.9742225859247136,26.675,0.5520833333333333,107.15,154.935575,,18.5,54.232578510188176,26.635410928726202,0.10247877899999999,
Melanesia,1996,0.8277411858759685,46.418282889957275,1.9742225859247136,26.675,0.5520833333333333,107.15,154.935575,,18.5,54.232578510188176,27.0980903148651,0.17192219825,
Melanesia,1997,0.8308524840405493,46.418282889957275,1.9742225859247136,26.675,0.5520833333333333,107.175,154.935575,,18.5,54.232578510188176,26.567419099807726,0.25137740825,
Melanesia,1998,0.8339637822051301,46.418282889957275,1.9010232886379677,26.675,0.5520833333333333,107.175,154.935575,,18.5,54.232578510188176,27.891897964477522,0.3457948,
Melanesia,1999,0.8370750803697109,46.418282889957275,2.4112273702706206,26.675,0.5520833333333333,107.175,154.935575,,18.5,54.232578510188176,28.90741796493529,0.84819961,
Melanesia,2000,0.8401863785342917,48.45915576798069,4.852414823593996,26.675,0.5520833333333333,107.225,154.935575,,18.5,54.232578510188176,29.025,1.8066277115,
Melanesia,2001,0.8432976766988725,50.5000286460041,3.4008633292098347,26.675,0.5520833333333333,107.225,154.4223625,,18.5,54.290484319927984,30.5,2.5511857947500003,
Melanesia,2002,0.8464089748634533,52.54090152402752,1.4391077531930203,26.675,0.5520833333333333,107.225,155.5827425,,18.5,54.34972739809151,32.224999999999994,3.3695629745,
Melanesia,2003,0.849520273028034,54.581774402050925,1.4611613876319758,26.645833333333336,0.5520833333333333,107.225,157.63707499999998,,18.5,54.50710127350709,33.575,4.2706891782500005,
Melanesia,2004,0.8526315711926149,56.62264728007434,2.2101270289343686,26.616666666666667,0.5520833333333333,107.225,152.90197,,18.5,54.66425337861752,34.975,5.6886129515,
Melanesia,2005,0.8557428693571956,58.663520158097754,3.6180807257230168,26.587500000000002,0.5520833333333333,107.2,152.39039,,18.5,54.92505367711248,36.474999999999994,7.9150212285,
Melanesia,2006,0.8588541675217765,59.87243179540709,3.6180807257230168,25.701190476190476,0.5520833333333333,107.2,152.8258025,,18.5,55.13080629890734,33.949999999999996,10.46825985775,
Melanesia,2007,0.8619654656863572,60.3399099775536,3.7372824517208594,24.814880952380953,0.5598958333333333,107.2,158.3428125,,18.5,55.33696247862917,37.575,19.3483854845,
Melanesia,2008,0.8628027971255019,60.80738815970011,3.856484177718702,23.92857142857143,0.5598958333333333,107.225,143.2326225,,18.5,55.54576001012276,41.525000000000006,25.08895824275,
Melanesia,2009,0.8636401285646464,61.27486634184663,3.9756859037165437,23.041428571428572,0.5989583333333333,107.225,141.3627375,,18.5,55.74440153777766,39.324999999999996,38.66910306025,
Melanesia,2010,0.864477460003791,62.70630189513679,4.094887629714386,22.154285714285713,0.5989583333333333,107.2,142.6473025,,18.5,55.938136021622505,47.85,48.221281245,
Melanesia,2011,0.8653147914429355,63.97439176075022,4.214089355712229,21.136587301587305,0.5989583333333333,107.225,134.29480999999998,,18.5,56.128390448349485,47.725,53.729784595,
Melanesia,2012,0.8661521228820802,64.25824807566318,3.8525218509408408,20.11888888888889,0.5989583333333333,107.225,130.7364625,,18.5,56.31852201935717,49.224999999999994,59.5013516425,
Melanesia,2013,0.8669894543212248,64.54210439057613,4.43727222367999,19.958333333333336,0.5989583333333333,107.275,124.32877500000001,,18.5,56.509718644608355,46.5,60.5010217625,
Melanesia,2014,0.8678267857603693,64.12333222294049,4.556473949677833,19.865277777777777,0.5989583333333333,107.225,125.041205,,18.5,56.70184556597461,52.675,64.063234755,
Melanesia,2015,0.8686641171995139,63.910495302958,4.675675675675675,19.772222222222226,0.5989583333333333,107.25,119.83655250000001,,18.5,56.894953776958886,54.75,69.7201917925,
Melanesia,2016,0.8695014486386585,63.697658382975504,5.175675675675675,19.679166666666667,0.5989583333333333,107.275,118.8818325,,18.5,57.07143034913304,55.725,74.94006242,
Melanesia,2017,0.8703387800778031,63.756836611279596,5.175675675675675,19.586111111111112,0.5989583333333333,107.25,118.5706775,,18.5,57.22412359332286,60.224999999999994,76.8608091575,
Melanesia,2018,0.8704626696336223,63.81601483958369,4.5,19.493055555555557,0.5989583333333333,107.25,114.8430675,,18.5,57.36267506612401,59.775,78.556814455,
Melanesia,2019,0.8705865591894416,63.875193067887786,5.412164865946379,19.4,0.5989583333333333,107.225,111.984175,,18.5,57.50203501781323,63.4,79.40702387,
Melanesia,2020,0.8707104487452608,59.790449160513795,6.432573029211685,19.4,0.6145833333333333,107.225,111.6444625,,18.5,57.58882959662516,64.45,76.1792976,
Melanesia,2021,0.87083433830108,59.94070523342428,7.392156862745098,19.4,0.6145833333333333,107.225,111.6444625,,18.5,57.637590280504014,64.82499999999999,75.229411015,
Melanesia,2022,0.87083433830108,60.09096130633476,6.901960784313726,19.4,0.6145833333333333,107.2,111.6444625,,18.5,57.63067195547533,64.25,75.2054957475,
Melanesia,2023,0.87083433830108,60.09096130633476,5.64282456673761,19.4,0.6145833333333333,107.2,111.6444625,,18.5,57.63067195547533,64.25,75.2054957475,
Melanesia,2024,0.87083433830108,60.09096130633476,5.438599026834321,19.4,0.6145833333333333,107.175,111.6444625,,18.5,57.63067195547533,64.25,75.2054957475,
Micronesia,1995,0.995812029678154,47.50483424156858,1.777777777777778,6.3,0.515625,107.22,88.025225,,23.833333333333332,69.33092718660177,73.32640662329621,3.5499554258000003,
Micronesia,1996,0.995812029678154,47.50483424156858,1.777777777777778,6.3,0.515625,107.22,88.025225,,23.833333333333332,69.33092718660177,73.3595548166556,3.7780732764,
Micronesia,1997,0.995812029678154,47.50483424156858,1.777777777777778,6.3,0.515625,107.22,88.025225,,23.833333333333332,69.33092718660177,73.3913449777884,4.1019121214,
