,ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy,WSI Quartile
1229,CUB,2024,1.0172251139966826,52.06092733370527,55.74468085106383,2.508510638297873,0.7424242424242423,107.0,39.25455,14.528389522511397,29.4,92.97549676081546,100.0,67.78418241,0.6149815456118695,TSI,TSI,ORI,AVG_INC,AVG_REG,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,Upper middle income,0.6597823385837844,0.4928425310664824,0.5321083172147002,0.9725845831880012,0.7252525252525251,0.617142857142857,0.977352102233248,0.6621156212117574,0.6161879895561357,0.923615925328623,1.0,0.2122060351600899,0.6119003342961854,67.65140590610987,71.81996425359995,68.69305736962245,69.36572861022074,True,Cuba,mid-quartiles
1259,CYP,2024,0.9951884522854852,76.40834270290395,14.285714285714286,0.0,0.96875,106.5,68.40659,2.8311425682507583,6.82,99.51831058618794,100.0,148.7380631,0.9269723892211914,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.641590782999398,0.7504189268317996,0.1363636363636363,1.0,0.9666666666666668,0.6457142857142856,0.9600560977857509,0.9380217417385428,0.9109660574412533,0.9947621349296576,1.0,0.4656412975069809,0.9263879665834592,69.90080025723002,86.36895456699581,84.66978497550244,79.95692602534261,True,Cyprus,top quartile
1289,CZE,2024,0.9746932515337424,79.3754475739774,23.843416370106763,0.1,0.9375,105.4,3.37402,6.700167504187604,7.8199999999999985,99.38204267841024,100.0,128.4101866,0.9344149231910706,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6246717238163532,0.7818085493835081,0.2275962471692009,0.9989071038251366,0.9333333333333332,0.7085714285714281,0.9986401426742793,0.8467620064803328,0.897911227154047,0.9932803649469858,1.0,0.4020025853189797,0.9338900613863946,71.32633915055064,86.29712012200217,83.229325291309,80.01551479464425,True,Czechia,top quartile
1319,DEU,2024,0.9621733149931224,78.49307072489253,35.52795031055901,0.0,1.0,105.6,4.42844,0.6548788474132285,0.1,99.48155602976384,100.0,125.2251369,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6143363506787809,0.7724737002815553,0.3391304347826087,1.0,1.0,0.6971428571428573,0.9980145517033032,0.9893538614080146,0.9986945169712794,0.9943624678376488,1.0,0.3920314276743147,1.0,74.5188097148589,92.08014468063637,84.65984738779909,83.43913525844012,True,Germany,top quartile
1349,DJI,2024,0.5018601918934795,16.168466077340344,26.153846153846157,19.1,0.6875,103.7,234.49007,11.10507697131153,6.5,69.96164165026443,65.0,46.32720375,0.0876278206706047,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Northern Africa,Middle East & North Africa,Lower middle income,0.2343417818628191,0.1131286819629569,0.2496503496503496,0.7912568306010929,0.6666666666666666,0.8057142857142854,0.8615182044261157,0.7428622181713246,0.9151436031331592,0.6733644886954114,0.6471774193548387,0.1450325411963783,0.0803263226488213,41.1008862148777,83.13095778612211,38.647519297386246,50.92275180535374,True,Djibouti,lowest quartile
1379,DNK,2024,1.031347962382445,77.85043573716027,45.25139664804469,0.2,1.0,105.6,4.65772,1.6814339274786836,0.7,99.73014359086666,100.0,126.549332,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6714409366412623,0.7656751304365536,0.4319451498222448,0.9978142076502732,1.0,0.6971428571428573,0.9978785190997624,0.9651402297085696,0.9908616187989556,0.9970655957576036,1.0,0.3961769699226485,1.0,77.33750849100667,91.27558061875362,84.83106414200631,84.28815843792235,True,Denmark,top quartile
1409,DOM,2024,1.0910192856974246,61.813640528892975,25.67567567567568,0.8,0.875,104.4,107.34754,14.528389522511397,31.5,91.34579359295648,98.1,90.39141331,0.4754749238491058,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Caribbean,Latin America & Caribbean,Upper middle income,0.7207004029390439,0.5960185222613119,0.2450859950859951,0.9912568306010928,0.8666666666666667,0.7657142857142852,0.9369522997534429,0.6621156212117574,0.5887728459530026,0.9058946197462556,0.9808467741935484,0.2829805236125748,0.4712772741479647,68.39456835108221,73.83887631581219,66.02497979250859,69.34337728721606,True,Dominican Republic,mid-quartiles
1439,DZA,2024,0.8614948824108235,18.07694244797577,6.759098786828423,0.5,0.46875,104.6,77.69479,17.471466198419666,3.8,88.74187508735733,100.0,109.1653573,0.3119151294231415,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Africa,Middle East & North Africa,Upper middle income,0.531224973534975,0.1333188523567077,0.0645186702379076,0.994535519125683,0.4333333333333333,0.7542857142857144,0.9545453771463293,0.5926964774390471,0.9503916449086162,0.8775797483884689,1.0,0.3417544746552852,0.3064085495041563,43.13862697177214,81.29798034449267,63.14356931369775,60.50042156537391,True,Algeria,mid-quartiles
1469,ECU,2024,0.9878183831672204,61.68656284957642,43.065693430656935,3.2,0.8125,104.6,65.74967,7.6923076923076925,22.2,93.40467899824424,100.0,97.16544081,0.579452395439148,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,South America,Latin America & Caribbean,Upper middle income,0.6355066935042294,0.594674140932771,0.4110816191108162,0.9650273224043716,0.8,0.7542857142857144,0.9616324574551476,0.8233601281243987,0.7101827676240209,0.9282828301552188,1.0,0.3041873814182145,0.576086852766613,68.12579551904376,81.23652668723204,70.21392660850115,72.97297711731215,True,Ecuador,mid-quartiles
1499,EGY,2024,0.985761226725082,20.056754886693597,23.00785634118968,1.5,0.4583333333333333,105.5,16.81971,8.900083963056256,15.8,97.93798561352136,100.0,93.20626903,0.229627788066864,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Africa,Middle East & North Africa,Lower middle income,0.6338084836640372,0.154263701923837,0.2196204468931742,0.9836065573770492,0.4222222222222222,0.7028571428571426,0.9906627690825968,0.7948719832959981,0.793733681462141,0.9775777652159612,1.0,0.2917927472118193,0.2234626820839075,48.2704282416064,82.05313941744696,62.3208298627922,62.72921612631177,True,Egypt,mid-quartiles
1529,ERI,2024,0.5788976438296383,57.19397461698104,0.0,41.564769566087605,0.625,103.2,321.55071,17.515475716662582,40.7,25.11018325651113,55.4,49.74709362,0.1690667825548545,AVG_INC,AVG_INC,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,Eastern Africa,Sub-Saharan Africa,Low income,0.2979372169311002,0.5471461110757078,0.0,0.545740223321447,0.6,0.834285714285714,0.8098648307122366,0.5916584130558519,0.4686684073107049,0.1856521152484433,0.5504032258064516,0.1557388925042284,0.16241702121747,39.8164710265651,67.61193413411269,26.35528136941484,41.39849890969844,True,Eritrea,lowest quartile
1559,ESP,2024,0.9850327408793264,68.88353283257746,43.41463414634146,0.6,1.0,106.5,3.44125,1.7811704834605595,6.82,99.92077499918511,100.0,124.0994495,0.9748926162719728,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.633207108967217,0.6708123905392464,0.4144124168514412,0.9934426229508196,1.0,0.6457142857142856,0.9986002548867003,0.9627877166477388,0.9109660574412533,0.999138511554194,1.0,0.3885073361902751,0.9746916878386254,74.23749078617449,87.95170786724945,84.05843838957736,81.87468202669943,True,Spain,top quartile
1589,EST,2024,1.038432554634514,82.52176032961866,29.702970297029704,0.3,1.0,106.1,5.17964,1.1944260119442602,0.2,99.37034777003532,100.0,155.0300061,0.9959705471992492,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6772893612091602,0.815094049600248,0.2835283528352835,0.99672131147541,1.0,0.6685714285714288,0.9975688621892602,0.9766274168361352,0.9973890339425588,0.9931531951352328,1.0,0.4853389353630703,0.9959383004447776,75.45266150240202,91.00391853848456,86.86076077357701,84.17557566462072,True,Estonia,top quartile
1619,ETH,2024,0.505624809972636,61.949130236957885,38.573743922204216,27.0,0.8125,105.5,266.68956,6.438467807660962,40.3,23.254541475401684,55.0,56.02453443,0.378985047340393,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.2374495238583394,0.5974518962000834,0.3682039192574038,0.7049180327868853,0.8,0.7028571428571426,0.842414137532439,0.8529347878445326,0.4738903394255874,0.1654739652006336,0.5463709677419355,0.1753911296173771,0.3740152120570827,54.16046744205424,71.80241019149256,31.53128186542573,49.6806974826499,True,Ethiopia,lowest quartile
1649,FIN,2024,1.0283687943262412,78.39791427842036,46.0,0.0,0.96875,105.2,8.3389,0.791295746785361,0.1,99.63012454095892,100.0,128.6830329,0.9907850623130798,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6689815940239491,0.7714670203467666,0.4390909090909091,1.0,0.9666666666666668,0.7199999999999998,0.9956944624899322,0.986136159189088,0.9986945169712794,0.9959779939277552,1.0,0.4028567614626246,0.9907113173537132,76.92412380256583,92.51312846625748,84.73865181860234,84.48556094523867,True,Finland,top quartile
1679,FJI,2024,1.0123440019716248,44.72981429818524,9.090909090909092,1.3,0.75,107.1,38.04679,9.305029849711843,4.0,93.85055633645996,92.0,107.2344015,0.6149815456118695,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Melanesia,East Asia & Pacific,Upper middle income,0.6557529160750051,0.4152851540717048,0.0867768595041322,0.985792349726776,0.7333333333333333,0.6114285714285717,0.9780686703475724,0.7853204153888397,0.9477806788511748,0.933131276619954,0.9193548387096774,0.3357093995386614,0.6119003342961854,57.53881225421903,83.06495840040398,70.00239622911195,69.42201531173576,True,Fiji,mid-quartiles
1709,FRA,2024,0.9694915254237289,74.19559530420106,36.86486486486486,0.1,1.0,105.0,7.90908,2.0,0.1,99.0928175513906,100.0,118.8472962,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6203776301416754,0.7270098096399188,0.3518918918918919,0.9989071038251366,1.0,0.7314285714285713,0.9959494761572988,0.9576261257878348,0.9986945169712794,0.9901353462962902,1.0,0.3720648773714231,1.0,73.96372870997246,92.0924672586246,84.05500559169283,83.03646053480144,True,France,top quartile
1739,FSM,2024,0.8256477024077369,49.18706394252358,15.384615384615383,16.0,0.5625,107.0,74.31193,9.305029849711843,23.83333333333333,90.34182954578333,85.3,19.4464824,0.313592883447806,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_TLS,AVG_REG,TSI,TSI,TSI,AVG_INC,Micronesia,East Asia & Pacific,Lower middle income,0.5016326525148497,0.462439329617883,0.1468531468531468,0.825136612021858,0.5333333333333333,0.617142857142857,0.9565524394858862,0.7853204153888397,0.6888598781549173,0.8949775680864495,0.8518145161290323,0.0608794084577713,0.3080997301961061,49.38790148682141,76.19688975431251,52.89428057173397,58.38780882806765,True,Micronesia,lowest quartile
1769,GAB,2024,0.9714561309316208,40.889741629854434,25.0,2.5,0.96875,102.1,226.55044,20.263198306520163,13.3,62.11663987019615,93.5,125.387067,0.2050506919622421,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,TSI,TSI,Central Africa,Sub-Saharan Africa,Upper middle income,0.6219994379620518,0.3746602227438049,0.2386363636363636,0.9726775956284152,0.9666666666666668,0.8971428571428574,0.8662288138994658,0.5268471388290322,0.8263707571801566,0.5880583565232261,0.9344758064516128,0.3925383681325802,0.1986889013119376,63.49280573274605,77.91473917628781,52.84403581048392,63.94109059270581,True,Gabon,mid-quartiles
1799,GBR,2024,1.0089352196574832,75.67155220790042,31.589958158995817,0.2,0.96875,105.5,9.84248,2.549019607843137,0.0,99.40020877821124,100.0,120.8191165,0.9990904927253724,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.65293892120793,0.7426242661970104,0.3015405096995055,0.9978142076502732,0.9666666666666668,0.7028571428571426,0.9948023833638344,0.9446762521393212,1.0,0.9934779021501784,1.0,0.3782378834184717,0.999083214154503,73.23169142842772,91.05839445900745,84.26997499307882,82.5209032353632,True,United Kingdom,top quartile
1829,GEO,2024,1.0102929532858274,63.32887916929249,19.285714285714285,5.5,0.875,106.6,27.60825,0.2497918401332223,13.9,89.13545906739866,100.0,156.086567,0.7066121101379395,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.6540597482684217,0.6120485485207806,0.184090909090909,0.9398907103825136,0.8666666666666667,0.6400000000000001,0.9842618916200933,0.998908757965424,0.8185378590078329,0.8818595596572903,1.0,0.4886466185352007,0.7042641964838673,65.13513165858583,86.04271271483375,76.86925936690895,75.52557297304054,True,Georgia,mid-quartiles
1859,GHA,2024,0.7367486033787791,75.65780167544484,14.545454545454543,25.2,0.65625,103.8,263.10859,8.054123711340207,16.1,48.312515553263694,85.1,119.6243981,0.3150676488876343,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.4282452709512706,0.7424787964403214,0.1388429752066115,0.7245901639344262,0.6333333333333333,0.8,0.8445387392085603,0.8148258760438829,0.7898172323759791,0.437953042781504,0.8497983870967741,0.3744976825960538,0.3095862978337494,53.34981079731927,81.22954619071056,49.29588525770203,59.77953422179646,True,Ghana,mid-quartiles
1889,GIN,2024,0.38801261829653,49.51698442813264,29.62962962962963,13.8,0.75,104.5,553.40159,19.427385601185183,46.5,44.53029677963731,47.7,101.9442494,0.1080414578318595,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.1403591047051409,0.4659296273880451,0.2828282828282828,0.8491803278688524,0.7333333333333333,0.7599999999999998,0.6723069153266874,0.5465616786620118,0.3929503916449085,0.3968253969692573,0.4727822580645162,0.3191479811867421,0.1009033253035965,49.43261352247309,59.29547464084018,32.2414740381028,45.54947094751047,True,Guinea,lowest quartile
1919,GMB,2024,0.6568756171205334,55.74922391555141,8.620689655172415,17.2,0.65625,103.2,458.24029,19.427385601185183,23.1,60.23309702092645,65.4,101.4408792,0.2588226199150085,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.3623090648121394,0.5318617914544786,0.0822884012539185,0.8120218579234972,0.6333333333333333,0.834285714285714,0.7287664381604109,0.5465616786620118,0.6984334203655351,0.5675768117439747,0.6512096774193549,0.3175721239504087,0.2528911532426481,48.43628897554734,70.20118128684179,44.73124415890966,53.37961287785912,True,The Gambia,lowest quartile
1949,GNB,2024,0.5788976438296383,70.54623888167394,9.803921568627452,26.0,0.5208333333333333,104.0,725.09243,19.427385601185183,25.7,39.041482435823816,37.4,125.9324571,0.1690667825548545,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,Western Africa,Sub-Saharan Africa,Low income,0.2979372169311002,0.6884025053357953,0.0935828877005347,0.7158469945355191,0.4888888888888888,0.7885714285714284,0.5704421562143052,0.5465616786620118,0.664490861618799,0.3371403216807383,0.3689516129032258,0.3942457734094711,0.16241702121747,45.69316986783677,64.25165312666361,31.568868230272628,45.25482278907605,True,Guinea-Bissau,lowest quartile
1979,GNQ,2024,0.9714561309316208,57.5981578372036,28.88888888888889,2.508510638297873,0.5833333333333333,103.2,212.3303,20.263198306520163,29.5,65.76929108690928,67.0,53.34269106,0.6149815456118695,AVG_INC,AVG_INC,ORI,AVG_INC,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,TSI,AVG_INC,Central Africa,Sub-Saharan Africa,Upper middle income,0.6219994379620518,0.5514220498361502,0.2757575757575757,0.9725845831880012,0.5555555555555555,0.834285714285714,0.87466567130924,0.5268471388290322,0.614882506527415,0.6277770916117874,0.6673387096774194,0.1669953161955114,0.6119003342961854,59.54638404598669,71.26702577378504,51.85028629452258,60.3714669948552,True,Equatorial Guinea,mid-quartiles
2009,GRC,2024,0.9446808510638296,61.96254371762824,23.0,0.6,1.0,106.4,7.65435,0.9189640768588136,6.82,99.33039051372326,100.0,109.0631741,0.9343133568763732,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.5998960904411827,0.5975938002154931,0.2195454545454545,0.9934426229508196,1.0,0.651428571428571,0.9961006083323684,0.9831248118350964,0.9109660574412533,0.9927187020549566,1.0,0.3414345786122702,0.9337876822605852,68.209559363059,88.54050122593222,81.6985240731953,79.01941503010185,True,Greece,top quartile
2039,GRD,2024,0.9714561309316208,72.03770618906579,31.03448275862069,0.3,0.78125,103.9,21.13829,14.528389522511397,20.15714285714285,92.85836237596526,94.2,81.06733007,0.6149815456118695,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,Upper middle income,0.6219994379620518,0.7041810496952016,0.2962382445141066,0.99672131147541,0.7666666666666667,0.7942857142857138,0.9881005408856378,0.6621156212117574,0.7368519209250279,0.9223422122567756,0.941532258064516,0.25379042843823,0.6119003342961854,67.71613420626872,79.53384493270342,68.23913082639268,71.62960241579663,True,Grenada,mid-quartiles
2069,GTM,2024,0.8264590465058027,59.32501649385537,19.375,9.5,0.6875,103.9,95.50208,8.036454018227008,29.5,77.86987360777425,99.1,115.1820498,0.3206265270709991,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.5023024277944026,0.5696908484758285,0.1849431818181818,0.8961748633879781,0.6666666666666666,0.7942857142857138,0.943980251445422,0.8152426558636836,0.614882506527415,0.7593581824546194,0.9909274193548386,0.3605904097482206,0.315189662399951,56.39555976286116,79.20977820305586,60.65164184894074,64.70761957540478,True,Guatemala,mid-quartiles
2099,GUY,2024,1.0224866379116575,42.70143958623225,39.436619718309856,0.3454545454545454,0.90625,103.7,111.94294,5.179566720237791,32.3,92.59648226664903,93.0,106.3926311,0.9026253647529162,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,South America,Latin America & Caribbean,High income,0.6641257961370313,0.3938265540665758,0.3764404609475031,0.9962245404868356,0.9,0.8057142857142854,0.9342258333093096,0.8826288275203696,0.5783289817232375,0.9194945418744244,0.9294354838709676,0.3330741422743831,0.9018460986565398,66.61234703275892,80.02244820668005,77.09625666690786,74.34754297514361,True,Guyana,mid-quartiles
2129,HKG,2024,0.9382329945269744,68.2813443231375,19.94887317445705,0.3454545454545454,0.9375,107.7,18.7429425,6.271104679208876,7.4,97.65779657293498,100.0,291.9103362,0.981886088848114,TSI,ORI,AVG_REG,AVG_INC,ORI,ORI,AVG_REG,TSI,AVG_REG,TSI,TSI,TSI,TSI,East Asia,East Asia & Pacific,High income,0.5945732996243345,0.6644417124413544,0.1904210621198173,0.9962245404868356,0.9333333333333332,0.5771428571428567,0.9895217087014512,0.8568824271199111,0.9033942558746736,0.9745310044886166,1.0,0.9138582610994552,0.9817411275160626,67.5798789601135,83.17353122097232,96.75325982760336,81.62491061885676,True,Hong Kong,top quartile
2159,HND,2024,0.9098250336473755,45.165544569173605,27.34375,12.7,0.75,105.1,71.81928,7.599498802479009,34.0,88.16133552918767,94.4,76.0806241,0.2635136544704437,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,Lower middle income,0.5711221523429064,0.4198948356754866,0.2610085227272727,0.8612021857923498,0.7333333333333333,0.7257142857142859,0.9580313372057732,0.8255492364541757,0.556135770234987,0.8712669921050697,0.9435483870967742,0.2381789824521715,0.2576197290343273,56.93122059742698,76.63576574023054,57.76535226720857,63.16596579705345,True,Honduras,mid-quartiles
2189,HRV,2024,0.9069965870307168,73.79639755804975,33.77483443708609,0.3,0.9375,106.0,4.81682,5.523562786176682,6.82,97.0017971497775,100.0,111.1680153,0.8996307253837585,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.5687872322665922,0.722786613251633,0.3223961468994581,0.99672131147541,0.9333333333333332,0.6742857142857142,0.9977841245288304,0.8745148994823619,0.9109660574412533,0.9673977016461712,1.0,0.3480240216034378,0.8988274938992157,70.88049274452854,86.438769893454,80.35623042872062,78.96202676565242,True,Croatia,top quartile
2219,HTI,2024,0.7773994307415838,57.68634432117972,0.0,29.2,0.6458333333333333,103.1,350.40023,40.19607843137255,14.9,47.35707079412455,49.3,63.9349717,0.2713823318481445,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Caribbean,Latin America & Caribbean,Lower middle income,0.4618030663747942,0.552354993080981,0.0,0.6808743169398908,0.6222222222222221,0.8400000000000002,0.7927483124092924,0.0566849162412378,0.8054830287206266,0.427563587279604,0.4889112903225806,0.200155646496785,0.2655513775696422,46.34509197235776,62.37290643427892,34.5545475417153,46.3982549453947,True,Haiti,lowest quartile
2249,HUN,2024,0.9742351046698872,80.22723844671933,14.57286432160804,0.4,0.96875,105.9,15.04889,0.99601593625498,7.8199999999999985,98.64575379618826,100.0,104.0561504,0.8687672019004822,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6242935175231832,0.7908198230493042,0.1391046139789858,0.9956284153005464,0.9666666666666668,0.6799999999999995,0.9917134026092972,0.98130736883432,0.897911227154047,0.9852739987963344,1.0,0.3257595256787874,0.8677169769622108,70.33026073037372,88.77329996494161,79.46876253593331,79.16629992055815,True,Hungary,top quartile
2279,IDN,2024,0.9214365881032548,59.5402705219081,21.91304347826087,1.9,0.59375,106.0,172.92251,4.25531914893617,16.3,90.12048354604994,100.0,114.9005566,0.5167178511619568,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Upper middle income,0.5807076440600083,0.5719680658263786,0.2091699604743083,0.9792349726775956,0.5666666666666667,0.6742857142857142,0.8980464471007811,0.904429304401919,0.7872062663185379,0.8925706634561645,1.0,0.359709163507981,0.5128502588200927,58.154946194099146,81.5991933026738,69.12825214460597,68.96721675355225,True,Indonesia,mid-quartiles
2309,IND,2024,0.7324120603015075,42.22850831765315,14.19185282522996,12.9,0.65625,107.1,102.65391,7.742703990470518,22.3,83.30903677230972,99.2,80.64857717,0.774659276008606,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Lower middle income,0.4246653973085133,0.3888233153343271,0.1354676860590132,0.8590163934426229,0.6333333333333333,0.6114285714285717,0.939737046390553,0.8221714170396975,0.7088772845953002,0.8185033534600371,0.9919354838709676,0.2524794752119552,0.7728559276736537,48.8261225095562,77.05535798635306,70.89435600541535,64.37080103753156,True,India,mid-quartiles
2339,IRL,2024,1.0356188780053428,75.6798667766333,27.727272727272727,0.1,1.0,105.6,4.98396,1.6814339274786836,0.2,91.47792699812634,100.0,113.2768198,0.9953479170799256,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6749666339527879,0.7427122277573684,0.2646694214876033,0.9989071038251366,1.0,0.6971428571428573,0.9976849597985624,0.9651402297085696,0.9973890339425588,0.9073314313674355,1.0,0.3546258721526707,0.9953106875643752,73.62510774045792,91.4339270148137,81.43169977711204,81.84188157960415,True,Ireland,top quartile
2369,IRN,2024,0.9884281581485054,14.899469386838035,5.594405594405594,0.5,0.21875,105.2,22.01889,1.134089392928619,16.7,92.7824614028964,100.0,164.5020873,0.8434743881225586,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,Upper middle income,0.6360100708129791,0.0997037007556618,0.0534011443102352,0.994535519125683,0.1666666666666666,0.7199999999999998,0.9875780779116412,0.9780505929512846,0.7819843342036553,0.9215168691119136,1.0,0.5149923548586175,0.8422217507982579,39.00634203342452,86.69032512666452,81.96827436921971,65.20044345152264,True,"Iran, Islamic Republic",mid-quartiles
2399,IRQ,2024,0.6827254086796215,10.892593883547352,29.23076923076923,0.1,0.4375,105.7,76.11046,11.833333333333334,27.9,98.46052428543793,100.0,98.18424176,0.1364169120788574,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,Upper middle income,0.3836484094984994,0.0573141273751702,0.279020979020979,0.9989071038251366,0.4,0.6914285714285711,0.9554853655219728,0.7256846388332052,0.6357702349869452,0.9832598229466356,1.0,0.3073768528041663,0.1295058615767078,42.3778123943957,75.20922026926735,60.50356343318774,57.77370124480922,True,Iraq,lowest quartile
2429,ISL,2024,1.0146305779078273,83.60904110739914,47.61904761904762,0.0,1.0,105.9,2.65442,1.6814339274786836,0.2,99.1821489073412,100.0,122.5171495,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6576405147406511,0.8265966201884962,0.4545454545454546,1.0,1.0,0.6799999999999995,0.9990670838008836,0.9651402297085696,0.9973890339425588,0.9911067307104025,1.0,0.3835537674151463,1.0,78.77565178949204,91.03990868630028,84.36651245313872,84.579407488089,True,Iceland,top quartile
